,Car_name,Year,Distance,Fuel_type,Drive,Price
397,Maruti New Wagon-R,2021,36188,CNG,MANUAL,635000
398,Renault Duster 85,2014,73314,DIESEL,MANUAL,640000
399,Maruti IGNIS DELTA,2017,85064,PETROL,MANUAL,519000
400,Maruti Wagon R,2016,57902,PETROL,MANUAL,319000
401,Maruti New Wagon-R,2022,8524,PETROL,MANUAL,697000
402,Maruti Dzire VXI,2018,40216,PETROL,MANUAL,571000
403,Renault TRIBER RXZ,2022,30508,PETROL,MANUAL,796000
404,Hyundai Grand i10,2015,72833,PETROL,MANUAL,350000
405,Maruti Vitara Brezza,2016,58038,DIESEL,MANUAL,813000
406,Hyundai Elite i20,2017,23793,PETROL,MANUAL,734000
407,Maruti Wagon R,2011,92875,PETROL,MANUAL,337000
408,Tata PUNCH PURE,2022,14927,PETROL,MANUAL,568000
409,Maruti Alto VXI,2023,11732,PETROL,MANUAL,432000
410,Maruti Celerio VXI,2014,76408,PETROL,AUTOMATIC,344000
411,Renault Kwid RXT,2018,55965,PETROL,AUTOMATIC,362000
412,Hyundai Verna 1.6,2019,61785,PETROL,MANUAL,832000
413,Tata Tiago XT,2023,11522,CNG,MANUAL,720000
414,Maruti Swift Dzire,2015,86420,DIESEL,MANUAL,476999
415,MG HECTOR SHARP,2022,14715,PETROL,AUTOMATIC,1599000
416,Volkswagen Vento HIGHLINE,2016,76481,DIESEL,AUTOMATIC,630000
417,Maruti Swift VXI,2021,16048,PETROL,MANUAL,715000
418,Maruti Alto LXI,2022,21337,PETROL,MANUAL,403000
419,Volkswagen Vento HIGHLINE,2015,98990,PETROL,MANUAL,524000
420,Maruti IGNIS ZETA,2018,27189,PETROL,AUTOMATIC,553000
421,Hyundai Grand i10,2016,26511,PETROL,AUTOMATIC,492000
422,Nissan MAGNITE XV,2021,9840,PETROL,MANUAL,824000
423,Maruti Swift VDI,2013,26436,DIESEL,MANUAL,442000
424,Hyundai NEW SANTRO,2019,29208,CNG,MANUAL,529000
425,Maruti Ciaz ZXI+,2017,73371,PETROL,AUTOMATIC,693000
426,Maruti New Wagon-R,2021,42481,PETROL,MANUAL,551000
427,Hyundai Creta SX,2022,8971,PETROL,MANUAL,1416000
428,Renault Kwid RXT,2022,7434,PETROL,MANUAL,521000
429,Hyundai i10 SPORTZ,2011,56537,PETROL,MANUAL,186000
430,Honda City 1.5L,2019,55227,PETROL,MANUAL,938000
431,Hyundai i10 MAGNA,2011,52173,PETROL,MANUAL,289000
432,Honda Jazz 1.2L,2016,32248,PETROL,MANUAL,433000
433,Honda Amaze 1.2L,2021,26155,PETROL,MANUAL,655000
434,Maruti Baleno ZETA,2016,47679,PETROL,MANUAL,633000
435,Hyundai i10 SPORTZ,2016,72789,PETROL,MANUAL,375000
436,Tata Tiago XZA,2021,23447,PETROL,AUTOMATIC,692000
437,KIA SONET HTX,2022,14039,PETROL,MANUAL,1284000
438,Maruti Alto K10,2016,65484,PETROL,MANUAL,318000
439,Hyundai Creta SX,2015,106215,DIESEL,AUTOMATIC,899000
440,Maruti Swift ZDI,2018,94413,DIESEL,AUTOMATIC,700000
441,Honda Jazz 1.2L,2017,55339,PETROL,MANUAL,692000
442,Maruti Swift Dzire,2015,51630,PETROL,MANUAL,445000
443,Hyundai NEW SANTRO,2020,68660,PETROL,MANUAL,492000
444,Renault Duster 110,2017,42087,DIESEL,MANUAL,681000
445,Maruti Swift Dzire,2014,94100,DIESEL,MANUAL,405000
446,Volkswagen Ameo HIGHLINE1.5L,2016,82132,DIESEL,MANUAL,539000
447,Renault Kwid RXT,2018,88670,PETROL,MANUAL,316000
448,Mahindra Scorpio S4,2015,70430,DIESEL,MANUAL,681000
449,Maruti New Wagon-R,2021,18693,PETROL,MANUAL,588000
450,Maruti Baleno ZETA,2021,29413,PETROL,AUTOMATIC,897000
451,Mahindra Kuv100 K6,2017,71323,DIESEL,MANUAL,387000
452,Maruti Alto LXI,2010,62504,PETROL,MANUAL,151000
453,Honda Jazz 1.2L,2021,30809,PETROL,MANUAL,763000
454,Hyundai Grand i10,2019,70929,CNG,MANUAL,546000
455,Hyundai i10 MAGNA,2013,90545,PETROL,MANUAL,328000
456,Maruti Swift VXI,2014,45773,PETROL,MANUAL,432000
457,Renault Kwid RXT,2019,56943,PETROL,MANUAL,407000
458,Maruti Dzire VXI,2017,42138,PETROL,MANUAL,696000
459,Tata TIAGO NRG,2018,56940,PETROL,MANUAL,513999
460,Tata TIGOR XZA,2021,39046,PETROL,AUTOMATIC,734000
461,Honda City 1.5L,2016,48195,PETROL,MANUAL,708000
462,Honda WR-V 1.5L,2017,92651,DIESEL,MANUAL,574000
463,Maruti BREZZA ZXI,2023,22737,PETROL,MANUAL,1263000
464,Maruti Dzire VXI,2018,69649,PETROL,AUTOMATIC,592000
465,Maruti Baleno DELTA,2020,24926,PETROL,MANUAL,721000
466,Hyundai Grand i10,2017,123337,PETROL,MANUAL,505000
467,Hyundai Grand i10,2019,23324,PETROL,MANUAL,555000
468,Hyundai Grand i10,2015,14008,PETROL,MANUAL,426999
469,Renault Kwid RXT,2021,13749,PETROL,MANUAL,399000
470,Renault Duster 85,2014,80893,DIESEL,MANUAL,626000
471,Maruti Swift Dzire,2012,98736,PETROL,MANUAL,368000
472,Maruti Dzire ZXI,2022,9369,PETROL,AUTOMATIC,936999
473,Tata TIGOR XZ,2022,5837,CNG,MANUAL,844999
474,Hyundai Xcent S,2018,34829,PETROL,MANUAL,516000
475,KIA SONET HTX,2022,22287,PETROL,MANUAL,1071000
476,Volkswagen VIRTUS COMFORTLINE,2022,26431,PETROL,MANUAL,918000
477,Honda City 1.5L,2014,22712,PETROL,MANUAL,588000
478,Honda City 1.5L,2012,60111,PETROL,MANUAL,458000
479,Skoda Rapid STYLE,2021,13471,PETROL,MANUAL,1026000
480,Tata Tiago XZ,2021,24981,PETROL,MANUAL,633000
481,Toyota Etios G,2011,93524,PETROL,MANUAL,273000
482,Ford Ecosport TREND+,2017,87713,PETROL,MANUAL,517000
483,Maruti Baleno DELTA,2016,43273,PETROL,MANUAL,505000
484,Maruti A Star,2010,47871,PETROL,MANUAL,167000
485,Honda City 1.5L,2013,96158,PETROL,AUTOMATIC,438000
486,Honda Jazz 1.2L,2015,50207,PETROL,AUTOMATIC,672000
487,Honda City 1.5L,2015,60965,PETROL,MANUAL,573000
488,Maruti Swift LXI,2015,96515,PETROL,MANUAL,476999
489,Ford Ecosport TITANIUM,2018,57964,DIESEL,MANUAL,788000
490,Honda Jazz 1.2L,2017,25602,PETROL,MANUAL,482000
491,Tata TIGOR XZA,2018,41522,PETROL,AUTOMATIC,544000
492,Maruti XL6 ZETA,2022,9626,PETROL,MANUAL,1044000
493,Datsun Go T,2016,74239,PETROL,MANUAL,190000
494,Maruti Wagon R,2010,85078,PETROL,MANUAL,208000
495,Hyundai AURA SX,2020,74849,PETROL,AUTOMATIC,693000
496,Hyundai Creta SX,2015,68377,PETROL,MANUAL,748000
497,Renault Kwid RXT,2019,66768,PETROL,MANUAL,356000
498,Maruti Alto LXI,2011,91389,PETROL,MANUAL,167000
499,Maruti S PRESSO,2020,28354,PETROL,AUTOMATIC,459999
500,Nissan Micra XV,2013,68516,PETROL,AUTOMATIC,382000
501,Maruti Celerio X,2019,20562,PETROL,AUTOMATIC,542000
502,Maruti Ritz VXI,2014,59572,PETROL,MANUAL,303000
503,Mahindra XUV300 W8,2019,70963,DIESEL,MANUAL,957000
504,Maruti Swift VXI,2023,4924,PETROL,MANUAL,752000
505,Hyundai Elite i20,2015,84879,PETROL,MANUAL,479000
506,Datsun Redi Go,2018,58597,PETROL,MANUAL,183000
507,Ford Ecosport TITANIUM,2017,56954,PETROL,MANUAL,765000
508,Hyundai VENUE S,2021,27288,PETROL,MANUAL,679000
509,Tata NEXON XM,2020,27627,PETROL,MANUAL,787000
510,Honda City 1.5L,2017,56787,PETROL,AUTOMATIC,764000
511,Volkswagen Vento HIGHLINE,2016,90324,PETROL,MANUAL,658000
512,Hyundai Creta SX,2020,28258,DIESEL,AUTOMATIC,1707999
513,Hyundai Grand i10,2019,68700,PETROL,MANUAL,504000
514,Honda City 1.5L,2012,62671,PETROL,MANUAL,319000
515,Maruti New Wagon-R,2019,17301,CNG,MANUAL,553000
516,Hyundai Grand i10,2016,47322,PETROL,MANUAL,451000
517,Maruti Baleno DELTA,2017,11674,PETROL,MANUAL,571000
518,Tata Tiago XZA,2018,112133,PETROL,AUTOMATIC,385000
519,Maruti Swift VXI,2015,29778,PETROL,MANUAL,422000
520,Renault Kwid RXT,2019,17107,PETROL,AUTOMATIC,554000
521,Nissan Terrano XL,2018,96253,DIESEL,MANUAL,765000
522,Hyundai Verna 1.4,2019,25665,PETROL,MANUAL,831000
523,Tata Tiago XT,2023,5391,PETROL,MANUAL,688000
524,Tata Tiago XT,2021,39551,PETROL,MANUAL,526000
525,Honda City 1.5L,2011,88114,PETROL,MANUAL,250999
526,Maruti Baleno ALPHA,2017,52195,PETROL,MANUAL,700000
527,KIA SONET HTK,2023,20971,PETROL,MANUAL,890000
528,Maruti Swift Dzire,2014,72617,PETROL,MANUAL,445000
529,Hyundai i10 MAGNA,2011,60320,PETROL,MANUAL,223000
530,Hyundai Xcent S,2016,43369,PETROL,MANUAL,488000
531,Maruti Swift LXI,2015,93726,PETROL,MANUAL,348000
532,Maruti Ritz VDI,2015,77735,DIESEL,MANUAL,310000
533,Ford Ecosport TITANIUM,2016,100239,DIESEL,MANUAL,508000
534,Maruti Baleno ALPHA,2017,73436,DIESEL,MANUAL,604000
535,Tata PUNCH ACCOMPLISHED,2021,28773,PETROL,AUTOMATIC,677000
536,Maruti New Wagon-R,2021,30981,CNG,MANUAL,629000
537,Honda Amaze 1.2L,2018,58804,PETROL,MANUAL,563000
538,Hyundai Creta SX,2016,122276,PETROL,MANUAL,683000
539,Maruti Swift VXI,2011,28803,PETROL,MANUAL,256000
540,Maruti Swift VXI,2011,46265,PETROL,MANUAL,277000
541,Hyundai i10 MAGNA,2013,47502,PETROL,MANUAL,262000
542,Maruti Ertiga VDI,2015,98783,DIESEL,MANUAL,553000
543,Honda Civic 1.8L,2012,56583,PETROL,AUTOMATIC,437000
544,Skoda Rapid AMBITION,2017,80003,DIESEL,MANUAL,552000
545,Renault TRIBER RXT,2021,40722,PETROL,AUTOMATIC,707000
546,Volkswagen Polo GT,2015,105137,PETROL,AUTOMATIC,639000
547,Hyundai Creta SX,2016,68339,PETROL,MANUAL,810000
548,Hyundai Creta SX,2016,109618,PETROL,AUTOMATIC,824000
549,Maruti Swift VXI,2021,28412,PETROL,MANUAL,695000
550,Maruti Dzire VXI,2018,56645,PETROL,MANUAL,629000
551,Renault Kwid RXT,2020,40905,PETROL,MANUAL,391000
552,Honda Amaze 1.2L,2015,78121,PETROL,MANUAL,413999
553,Maruti IGNIS DELTA,2019,19469,PETROL,AUTOMATIC,448000
554,Hyundai Creta SX,2020,40713,PETROL,AUTOMATIC,1478000
555,Maruti New Wagon-R,2019,27065,PETROL,AUTOMATIC,471000
556,Renault Kwid RXT,2018,43590,PETROL,MANUAL,322000
557,Honda Brio S,2012,58037,PETROL,MANUAL,270000
558,Hyundai Grand i10,2019,30985,PETROL,AUTOMATIC,576000
559,Maruti Swift Dzire,2014,113423,DIESEL,MANUAL,548000
560,Mahindra Scorpio S5,2018,85378,DIESEL,MANUAL,880000
561,Maruti Swift ZXI,2018,29716,PETROL,AUTOMATIC,703000
562,Mahindra KUV 100,2018,23196,PETROL,MANUAL,416000
563,Hyundai Creta S,2016,90728,PETROL,MANUAL,665000
564,Mahindra Bolero SLX,2012,69610,DIESEL,MANUAL,338000
565,Tata Tiago XE,2018,37734,PETROL,MANUAL,326000
566,Tata Tiago XZA,2018,55072,PETROL,AUTOMATIC,488999
567,Tata TIGOR XZ,2019,87229,PETROL,MANUAL,501999
568,KIA SONET HTX,2022,21176,DIESEL,MANUAL,1280000
569,Hyundai Santro Xing,2014,40612,PETROL,MANUAL,276000
570,Hyundai Verna FLUIDIC,2012,98364,DIESEL,MANUAL,377000
571,Hyundai Xcent S,2015,82056,CNG,MANUAL,413000
572,Tata Tiago XT,2022,10436,CNG,MANUAL,653000
573,Maruti S PRESSO,2020,32113,PETROL,AUTOMATIC,438000
574,Honda WR-V 1.2L,2019,53799,PETROL,MANUAL,666000
575,Maruti IGNIS ZETA,2018,68028,CNG,AUTOMATIC,497000
576,Maruti Ciaz VXI,2016,60410,PETROL,MANUAL,528000
577,Maruti Wagon R,2014,80360,PETROL,MANUAL,371000
578,Hyundai i10 MAGNA,2011,78579,PETROL,MANUAL,223000
579,Tata NEXON XZ,2022,10212,PETROL,MANUAL,1118000
580,Honda Amaze 1.2L,2018,49543,PETROL,AUTOMATIC,645000
581,Hyundai Elite i20,2015,49758,PETROL,MANUAL,328000
582,Maruti Swift Dzire,2014,62656,PETROL,MANUAL,405999
583,Maruti S PRESSO,2019,52317,PETROL,MANUAL,376000
584,Renault Duster 85,2017,97571,DIESEL,MANUAL,536000
585,Hyundai Elite i20,2017,91647,PETROL,MANUAL,513999
586,Maruti Swift Dzire,2015,96791,DIESEL,MANUAL,474000
587,Toyota Etios GD,2014,87046,DIESEL,MANUAL,607000
588,Tata TIGOR XZ,2018,67027,PETROL,MANUAL,537000
589,Hyundai i10 SPORTZ,2016,58416,PETROL,MANUAL,409000
590,Tata Tiago XE,2018,42867,PETROL,MANUAL,381000
591,Honda Jazz 1.5L,2016,89148,DIESEL,MANUAL,399000
592,Maruti IGNIS SIGMA,2022,13606,PETROL,MANUAL,504000
593,Maruti Alto K10,2017,64251,PETROL,MANUAL,265000
594,Renault Kwid RXT,2022,15260,PETROL,MANUAL,469000
595,Honda WR-V 1.2L,2018,46515,PETROL,MANUAL,675000
596,Maruti Baleno ZETA,2017,28271,PETROL,AUTOMATIC,641000
597,Maruti Wagon R,2011,61600,PETROL,MANUAL,325000
598,Ford Ecosport TITANIUM,2017,111848,DIESEL,MANUAL,581000
599,Honda City 1.5L,2017,18139,PETROL,MANUAL,622000
600,Hyundai i10 SPORTZ,2014,57355,PETROL,MANUAL,335000
601,Toyota Etios Liva,2017,46816,PETROL,MANUAL,518000
602,Datsun Go Plus,2019,27695,PETROL,MANUAL,400000
603,Volkswagen Ameo TRENDLINE,2019,54341,DIESEL,MANUAL,519000
604,Maruti Ciaz DELTA,2021,16992,PETROL,AUTOMATIC,986999
605,Maruti Alto VXI,2019,89638,PETROL,MANUAL,273000
606,Maruti Baleno DELTA,2021,43149,PETROL,MANUAL,677000
607,Hyundai i20 MAGNA,2014,60572,PETROL,MANUAL,380000
608,Honda City 1.5L,2012,110307,PETROL,AUTOMATIC,413999
609,Tata NEXON XZA,2020,37456,PETROL,AUTOMATIC,910000
610,Honda Civic 1.8L,2019,28069,PETROL,AUTOMATIC,1864999
611,Maruti New Wagon-R,2020,54389,PETROL,AUTOMATIC,535000
612,Hyundai Elite i20,2017,65565,PETROL,MANUAL,551000
613,Maruti Dzire VXI,2017,85962,PETROL,MANUAL,673000
614,Tata Tiago XT,2017,57116,PETROL,MANUAL,392000
615,Honda City 1.5L,2020,55879,PETROL,AUTOMATIC,881000
616,Maruti Vitara Brezza,2020,23702,PETROL,MANUAL,853999
617,Maruti Alto LXI,2022,6136,PETROL,MANUAL,413000
618,Honda City 1.5L,2020,8680,PETROL,MANUAL,927000
619,Maruti Celerio VXI,2018,74436,PETROL,MANUAL,413999
620,Hyundai Xcent S,2014,65455,PETROL,MANUAL,448000
621,Tata Tiago XZ,2019,94174,PETROL,MANUAL,434000
622,Hyundai i20 SPORTZ,2012,85555,PETROL,MANUAL,337000
623,Maruti Swift Dzire,2017,60557,PETROL,MANUAL,519000
624,Renault TRIBER RXL,2021,62517,PETROL,MANUAL,614000
625,Honda City 1.5L,2012,116738,PETROL,MANUAL,413000
626,Ford FREESTYLE TREND,2018,60679,PETROL,MANUAL,576000
627,Honda Amaze 1.2L,2019,60688,PETROL,MANUAL,552000
628,Maruti New Wagon-R,2019,33802,PETROL,MANUAL,501000
629,Ford Ecosport TITANIUM,2021,18380,DIESEL,MANUAL,1089000
630,Tata ALTROZ XE,2021,45911,DIESEL,MANUAL,652000
631,Maruti IGNIS ZETA,2017,98210,PETROL,MANUAL,433000
632,Honda Jazz 1.2L,2016,46670,PETROL,MANUAL,499000
633,Maruti Ertiga VXI,2013,98905,PETROL,MANUAL,650000
634,Hyundai Verna FLUIDIC,2014,69439,PETROL,MANUAL,497000
635,Datsun Go Plus,2019,26825,PETROL,MANUAL,419000
636,Renault Kwid RXT,2021,31561,PETROL,MANUAL,408000
637,Hyundai Elite i20,2017,32241,PETROL,MANUAL,720000
638,Maruti S PRESSO,2021,16647,PETROL,MANUAL,486000
639,Renault Kwid RXT,2020,13648,PETROL,MANUAL,379000
640,Hyundai Verna 1.4,2018,42136,PETROL,MANUAL,737000
641,Hyundai Verna 1.6,2017,58359,PETROL,AUTOMATIC,799000
642,Tata TIGOR XZA,2018,48115,PETROL,AUTOMATIC,494000
643,Honda City 1.5L,2014,86977,DIESEL,MANUAL,417000
644,Honda City 1.5L,2013,85713,CNG,MANUAL,430000
645,Honda Amaze 1.2L,2019,41808,PETROL,MANUAL,592000
646,Tata NEXON XZA,2020,40073,PETROL,AUTOMATIC,908000
647,Maruti Wagon R,2018,39881,PETROL,AUTOMATIC,434999
648,Maruti Ritz VXI,2011,60743,PETROL,MANUAL,195000
649,Tata Tiago XZ,2018,40212,PETROL,MANUAL,370000
650,Honda Jazz 1.2L,2017,32941,PETROL,MANUAL,505000
651,Renault Kwid RXT,2015,36803,PETROL,MANUAL,311000
652,Maruti IGNIS ZETA,2018,82099,PETROL,MANUAL,412000
653,Renault Kwid RXT,2016,55988,PETROL,MANUAL,248000
654,Maruti Ciaz DELTA,2019,31431,PETROL,AUTOMATIC,869000
655,Toyota Corolla Altis,2014,78957,PETROL,MANUAL,527000
656,Honda Amaze 1.5L,2020,45408,DIESEL,MANUAL,633000
657,Skoda Rapid STYLE,2017,84858,PETROL,AUTOMATIC,550000
658,Maruti Vitara Brezza,2017,80319,DIESEL,MANUAL,664000
659,Mahindra KUV 100,2018,66339,CNG,MANUAL,417000
660,Hyundai Creta SX,2018,53315,PETROL,MANUAL,948000
661,Maruti IGNIS ZETA,2018,90185,PETROL,AUTOMATIC,491000
662,Datsun Redi Go,2018,41768,PETROL,MANUAL,183000
663,Hyundai Creta SX,2015,77638,PETROL,MANUAL,663000
664,Hyundai Xcent SX,2016,56646,PETROL,MANUAL,501999
665,Honda Amaze 1.2L,2019,39444,PETROL,MANUAL,611000
666,Honda City 1.5L,2017,24088,PETROL,AUTOMATIC,952999
667,Tata TIGOR XZ,2020,23360,PETROL,MANUAL,584000
668,Maruti Baleno ZETA,2021,11891,PETROL,MANUAL,672000
669,Maruti S PRESSO,2020,51527,PETROL,MANUAL,451000
670,KIA SONET HTK,2022,12522,PETROL,MANUAL,938000
671,Maruti Dzire ZXI,2017,74638,PETROL,AUTOMATIC,605000
672,Honda City 1.5L,2012,57296,PETROL,MANUAL,450000
673,Hyundai i10 MAGNA,2014,80965,PETROL,MANUAL,252000
674,Hyundai i10 MAGNA,2011,130587,PETROL,MANUAL,227000
675,Volkswagen Vento HIGHLINE,2016,116622,DIESEL,MANUAL,468000
676,Honda WR-V 1.2L,2017,33757,PETROL,MANUAL,739000
677,Maruti Swift Dzire,2012,33997,PETROL,MANUAL,376000
678,Maruti Baleno ZETA,2020,28199,PETROL,MANUAL,686000
679,Tata Tiago XE,2021,12045,PETROL,MANUAL,542000
680,Maruti IGNIS DELTA,2018,92438,PETROL,MANUAL,416000
681,Hyundai i20 MAGNA,2012,78160,DIESEL,MANUAL,243000
682,Maruti Swift VXI,2018,30241,PETROL,MANUAL,496000
683,Honda Amaze 1.5L,2017,98259,DIESEL,MANUAL,392000
684,Maruti Swift VXI,2018,42669,PETROL,MANUAL,544000
685,Tata Tiago XZ,2016,98747,PETROL,MANUAL,338000
686,Honda Jazz 1.2L,2016,55627,PETROL,AUTOMATIC,589000
687,Ford Ecosport TITANIUM,2018,91643,PETROL,MANUAL,746000
688,Honda Amaze 1.5L,2019,72162,DIESEL,MANUAL,667000
689,Maruti Ertiga VDI,2016,94438,DIESEL,MANUAL,815000
690,Hyundai i10 MAGNA,2013,55636,PETROL,MANUAL,231000
691,Maruti Dzire ZXI,2020,30867,PETROL,MANUAL,750000
692,Mahindra Bolero B4,2023,6761,DIESEL,MANUAL,894999
693,Hyundai Elite i20,2016,98759,PETROL,MANUAL,426999
694,Hyundai VENUE S,2020,42533,PETROL,MANUAL,729000
695,Hyundai NEW SANTRO,2019,31157,PETROL,MANUAL,492000
696,Hyundai i10 ASTA,2010,37893,PETROL,MANUAL,214000
697,Maruti New Wagon-R,2020,74530,CNG,MANUAL,517000
698,Maruti Dzire ZXI,2019,28533,PETROL,AUTOMATIC,734000
699,Honda Civic 1.8L,2012,90628,PETROL,AUTOMATIC,390000
700,Hyundai Grand i10,2015,65200,PETROL,MANUAL,355000
701,Hyundai Elite i20,2017,43456,PETROL,MANUAL,540000
702,Maruti Baleno DELTA,2016,17246,PETROL,MANUAL,523000
703,Honda Amaze 1.2L,2018,31422,PETROL,MANUAL,544000
704,Hyundai i20 MAGNA,2013,50817,DIESEL,MANUAL,351000
705,Maruti Wagon R,2013,56654,PETROL,MANUAL,270000
706,Maruti Ciaz VXI,2016,80306,PETROL,MANUAL,503000
707,Hyundai AURA SX,2020,47353,PETROL,MANUAL,641000
708,Honda Amaze 1.2L,2013,62959,PETROL,MANUAL,425000
709,Maruti Baleno ZETA,2016,34381,PETROL,MANUAL,714000
710,Datsun Go T,2018,23115,PETROL,MANUAL,358000
711,KIA SELTOS HTK,2019,86050,PETROL,MANUAL,905000
712,Maruti Wagon R,2014,84322,PETROL,MANUAL,362000
713,Volkswagen Ameo TRENDLINE,2019,59396,PETROL,MANUAL,407000
714,Maruti Swift LXI,2014,72832,PETROL,MANUAL,367000
715,Skoda Rapid STYLE,2018,41956,PETROL,AUTOMATIC,777000
716,Hyundai Verna FLUIDIC,2015,100902,DIESEL,MANUAL,623000
717,Maruti Alto LXI,2011,56467,PETROL,MANUAL,193000
718,Hyundai Creta SX,2018,30720,PETROL,MANUAL,1058000
719,Hyundai Verna 1.6,2017,33353,PETROL,MANUAL,751000
720,Toyota Corolla Altis,2017,61520,PETROL,AUTOMATIC,1061000
721,Renault Kwid RXT,2019,20725,PETROL,MANUAL,458000
722,Maruti Baleno ALPHA,2020,65827,PETROL,MANUAL,639000
723,Honda Amaze 1.2L,2015,95981,PETROL,MANUAL,373000
724,Maruti Dzire ZXI,2021,23264,PETROL,AUTOMATIC,762000
725,Maruti Swift VDI,2015,28198,DIESEL,MANUAL,422000
726,Maruti Celerio ZXI,2022,28654,PETROL,MANUAL,581000
727,Honda City 1.5L,2015,75339,PETROL,MANUAL,480999
728,Tata Tiago XZ,2020,43228,PETROL,MANUAL,535000
729,Hyundai Creta EX,2021,18472,PETROL,MANUAL,1182000
730,Renault Kwid 1.0,2017,73294,PETROL,MANUAL,295000
731,Maruti Alto K10,2017,98581,CNG,MANUAL,327000
732,Tata NEXON XM,2018,46831,PETROL,MANUAL,576000
733,Tata TIGOR XZ,2022,32163,PETROL,MANUAL,750000
734,Hyundai Santro Xing,2011,43324,PETROL,MANUAL,282000
735,Volkswagen Polo HIGHLINE,2017,47351,DIESEL,MANUAL,784000
736,Tata NEXON XM,2019,20414,PETROL,MANUAL,498000
737,Maruti Swift Dzire,2014,114899,DIESEL,MANUAL,495000
738,Hyundai VENUE S,2019,41703,PETROL,MANUAL,741000
739,Maruti Swift VXI,2019,22748,PETROL,MANUAL,578000
740,Hyundai i10 SPORTZ,2013,78126,PETROL,AUTOMATIC,323000
741,Maruti Baleno ALPHA,2016,108665,DIESEL,MANUAL,604000
742,Honda City 1.5L,2018,25751,PETROL,AUTOMATIC,1129000
743,Hyundai i20 MAGNA,2011,97176,PETROL,MANUAL,216000
744,Toyota Innova Crysta,2018,29041,DIESEL,MANUAL,1964000
745,Maruti Wagon R,2014,22373,PETROL,MANUAL,383000
746,Toyota Corolla Altis,2017,56591,PETROL,AUTOMATIC,1052000
747,Honda Amaze 1.2L,2019,54392,PETROL,MANUAL,660000
748,Tata NEXON XZA,2019,42134,PETROL,AUTOMATIC,774000
749,Maruti Vitara Brezza,2020,55214,PETROL,AUTOMATIC,917000
750,Mahindra KUV 100,2019,4729,PETROL,MANUAL,563000
751,Hyundai i20 MAGNA,2013,65602,DIESEL,MANUAL,293000
752,Maruti Swift Dzire,2012,103372,PETROL,MANUAL,465000
753,Maruti Swift VDI,2013,53876,DIESEL,MANUAL,413000
754,Maruti New Wagon-R,2020,66966,PETROL,MANUAL,542000
755,Maruti Swift Dzire,2015,39849,PETROL,MANUAL,418000
756,Maruti Swift Dzire,2014,122178,PETROL,MANUAL,486000
757,Maruti Alto 800,2017,73735,CNG,MANUAL,300000
758,Renault Kwid RXL,2021,51572,PETROL,MANUAL,355000
759,Honda City 1.5L,2016,55645,PETROL,MANUAL,698000
760,Mahindra Thar LX,2021,46841,PETROL,AUTOMATIC,1344000
761,Hyundai i10 MAGNA,2010,42765,PETROL,MANUAL,156000
762,Mahindra Thar LX,2021,38659,PETROL,AUTOMATIC,1385000
763,Hyundai i10 ERA,2010,47552,PETROL,MANUAL,146000
764,Hyundai i20 Active,2015,50983,PETROL,MANUAL,476999
765,Maruti Swift VXI,2012,83429,PETROL,MANUAL,312000
766,Hyundai Xcent SX,2018,49077,PETROL,MANUAL,441000
767,Tata Tiago XT,2021,20843,PETROL,MANUAL,568000
768,Maruti Swift VXI,2014,55901,PETROL,MANUAL,346000
769,Hyundai Verna 1.6,2019,33202,PETROL,MANUAL,865000
770,Renault TRIBER RXZ,2020,30839,PETROL,AUTOMATIC,746000
771,Maruti Ertiga VXI,2013,88863,PETROL,MANUAL,617000
772,Maruti Swift VXI,2015,55370,PETROL,MANUAL,378000
773,Renault Kwid RXT,2020,23235,PETROL,MANUAL,369000
774,Volkswagen Polo HIGHLINE1.2L,2014,46222,PETROL,MANUAL,372000
775,Hyundai VENUE SX,2021,39165,PETROL,MANUAL,894999
776,Hyundai i10 MAGNA,2015,45868,PETROL,MANUAL,312000
777,Maruti Baleno ZETA,2021,23817,PETROL,AUTOMATIC,789000
778,Tata NEXON XZA,2019,70887,PETROL,AUTOMATIC,817000
779,Hyundai GRAND I10,2023,1002,PETROL,MANUAL,754000
780,Volkswagen Ameo HIGHLINE1.2L,2017,47924,PETROL,MANUAL,459999
781,Hyundai i10 MAGNA,2011,57449,PETROL,MANUAL,186000
782,Hyundai Elite i20,2018,53609,DIESEL,MANUAL,735000
783,Maruti Alto K10,2011,81585,PETROL,MANUAL,197000
784,Honda City 1.5L,2016,60664,PETROL,MANUAL,509000
785,Maruti Swift VXI,2014,60853,PETROL,MANUAL,375000
786,Maruti Baleno DELTA,2017,67328,PETROL,MANUAL,593000
787,Hyundai i20 Active,2016,124102,PETROL,MANUAL,583000
788,Honda City 1.5L,2015,48941,PETROL,MANUAL,573000
789,Honda Amaze 1.2L,2019,21638,PETROL,AUTOMATIC,697000
790,Honda City 1.5L,2016,58442,PETROL,MANUAL,653000
791,Honda City 1.5L,2019,72396,PETROL,AUTOMATIC,1103000
792,Hyundai Elite i20,2019,60699,DIESEL,MANUAL,658000
793,Tata TIGOR XT,2017,61395,PETROL,MANUAL,417000
794,Tata ALTROZ XZ,2021,18868,PETROL,MANUAL,866000
795,Honda City 1.5L,2017,78157,PETROL,MANUAL,705000
796,Maruti Celerio X,2019,27215,PETROL,AUTOMATIC,531000
797,Hyundai VENUE SX,2019,65603,PETROL,AUTOMATIC,977999
798,Toyota Etios Liva,2013,71146,PETROL,MANUAL,384000
