,Car_name,Year,Distance,Fuel_type,Drive,Price
3499,Maruti Swift VXI,2017,59084,PETROL,MANUAL,561000
3500,Maruti S Cross,2020,29182,PETROL,AUTOMATIC,1026000
3501,Maruti Baleno ALPHA,2019,75828,PETROL,MANUAL,625000
3502,Maruti New Wagon-R,2019,18574,PETROL,AUTOMATIC,515000
3503,Maruti Swift LXI,2017,45247,PETROL,MANUAL,436000
3504,Mahindra XUV300 W8,2019,22533,DIESEL,MANUAL,1008000
3505,Renault Kwid CLIMBER,2019,39719,PETROL,AUTOMATIC,398000
3506,Hyundai Grand i10,2013,87459,PETROL,MANUAL,364000
3507,Hyundai Elite i20,2016,88368,PETROL,MANUAL,574000
3508,Hyundai i20 ASTA,2012,95352,DIESEL,MANUAL,327000
3509,Maruti Swift VXI,2017,57535,PETROL,MANUAL,505999
3510,Hyundai Grand i10,2019,14334,PETROL,MANUAL,538000
3511,Datsun Redi Go,2017,48075,PETROL,MANUAL,301000
3512,Hyundai Verna FLUIDIC,2015,64530,PETROL,MANUAL,538000
3513,Hyundai Creta SX,2017,86264,PETROL,MANUAL,826000
3514,Maruti Ciaz ZDI,2016,60384,DIESEL,MANUAL,752000
3515,Ford Ecosport TITANIUM,2018,61864,PETROL,MANUAL,732000
3516,Skoda KUSHAQ MONTE,2022,18748,PETROL,AUTOMATIC,1803000
3517,Renault TRIBER RXZ,2019,70228,PETROL,MANUAL,676000
3518,Tata ALTROZ XZA,2022,6161,PETROL,AUTOMATIC,922000
3519,Honda Jazz 1.2L,2021,16113,PETROL,MANUAL,811000
3520,Honda City 1.5L,2014,81451,PETROL,MANUAL,483000
3521,Honda Amaze 1.2L,2019,34940,PETROL,MANUAL,618000
3522,Maruti Swift LXI,2017,55602,PETROL,MANUAL,441000
3523,Honda City 1.5L,2022,27885,PETROL,MANUAL,976000
3524,Maruti IGNIS ZETA,2020,7816,PETROL,MANUAL,540000
3525,KIA SONET HTX,2021,27693,DIESEL,MANUAL,902000
3526,Renault TRIBER RXT,2022,29617,PETROL,AUTOMATIC,688000
3527,Hyundai Elite i20,2014,68874,PETROL,MANUAL,459999
3528,Hyundai VENUE SX,2022,8958,PETROL,MANUAL,1127000
3529,Ford Ecosport TITANIUM,2019,65048,PETROL,AUTOMATIC,760000
3530,Renault Kwid CLIMBER,2019,35567,PETROL,AUTOMATIC,476999
3531,Honda City 1.5L,2021,27021,PETROL,AUTOMATIC,1322000
3532,Hyundai i20 SPORTZ,2014,65562,PETROL,MANUAL,438999
3533,Honda Jazz 1.2L,2018,19416,PETROL,AUTOMATIC,651000
3534,MG HECTOR PLUS,2022,11542,PETROL,AUTOMATIC,1952000
3535,Tata PUNCH CREATIVE,2022,30185,PETROL,AUTOMATIC,847000
3536,Maruti Ciaz ALPHA,2018,57737,PETROL,AUTOMATIC,718000
3537,Hyundai GRAND I10,2022,20959,PETROL,MANUAL,696000
3538,Honda Jazz 1.2L,2019,46371,PETROL,AUTOMATIC,709000
3539,Tata NEXON XZ,2020,62246,PETROL,MANUAL,835000
3540,Honda City 1.5L,2019,31383,PETROL,AUTOMATIC,928999
3541,Hyundai Eon ERA,2016,47754,PETROL,MANUAL,298000
3542,Honda Amaze 1.2L,2022,17398,PETROL,MANUAL,827999
3543,Ford Ecosport TITANIUM,2018,99291,PETROL,MANUAL,613000
3544,Hyundai Creta SX,2017,97470,PETROL,AUTOMATIC,825000
3545,Maruti Swift VXI,2013,88328,PETROL,MANUAL,394000
3546,Maruti Baleno ZETA,2021,35154,PETROL,AUTOMATIC,742000
3547,Hyundai NEW SANTRO,2018,91265,CNG,MANUAL,471000
3548,Maruti Swift Dzire,2016,59794,PETROL,MANUAL,533000
3549,Maruti Ciaz ALPHA,2018,34125,PETROL,MANUAL,757000
3550,Maruti Baleno DELTA,2021,49434,PETROL,MANUAL,673000
3551,Maruti New Wagon-R,2020,51973,PETROL,AUTOMATIC,475000
3552,Honda City 1.5L,2018,63253,PETROL,AUTOMATIC,699000
3553,Tata Harrier XZA,2021,49105,DIESEL,AUTOMATIC,1861000
3554,Toyota Etios G,2011,39136,PETROL,MANUAL,288000
3555,Honda City 1.5L,2016,48894,PETROL,MANUAL,581000
3556,Hyundai VENUE SX,2022,8226,PETROL,AUTOMATIC,1192000
3557,Volkswagen TIGUAN HIGHLINE,2017,88461,DIESEL,AUTOMATIC,1973000
3558,Hyundai Eon MAGNA,2018,75822,PETROL,MANUAL,323000
3559,Jeep Compass LIMITED,2017,99924,DIESEL,MANUAL,1002999
3560,Hyundai Eon ERA,2017,99808,PETROL,MANUAL,270000
3561,Volkswagen Vento HIGHLINE,2021,17364,PETROL,AUTOMATIC,1077000
3562,Maruti Wagon R,2016,63813,PETROL,MANUAL,351000
3563,Toyota Glanza G,2020,26678,PETROL,AUTOMATIC,802999
3564,Maruti Swift LXI,2011,42637,PETROL,MANUAL,237000
3565,Hyundai VENUE SX,2019,44309,PETROL,AUTOMATIC,1003999
3566,Datsun Redi Go,2018,47866,PETROL,MANUAL,266000
3567,Honda City 1.5L,2012,84290,PETROL,MANUAL,398000
3568,Tata Harrier XZA,2020,72315,DIESEL,AUTOMATIC,1554000
3569,Maruti Baleno ZETA,2021,43704,PETROL,AUTOMATIC,735000
3570,Renault Duster RXE,2020,30635,PETROL,MANUAL,784000
3571,Maruti Wagon R,2012,22820,PETROL,MANUAL,289000
3572,Toyota Glanza V,2020,56916,PETROL,AUTOMATIC,742000
3573,MG HECTOR SHARP,2019,47069,PETROL,MANUAL,1363000
3574,Tata NEXON XM,2020,70759,DIESEL,MANUAL,760000
3575,Hyundai NEW I20,2022,5714,PETROL,AUTOMATIC,994000
3576,Tata PUNCH CREATIVE,2021,46350,PETROL,AUTOMATIC,773000
3577,Tata Tiago XZ,2019,62691,DIESEL,MANUAL,505000
3578,Hyundai Grand i10,2013,23886,PETROL,MANUAL,362000
3579,Maruti New Wagon-R,2019,32605,PETROL,AUTOMATIC,528000
3580,Honda City 1.5L,2014,95073,PETROL,MANUAL,451999
3581,Honda City 1.5L,2012,68373,PETROL,MANUAL,442000
3582,Mahindra XUV300 W8,2019,67952,DIESEL,MANUAL,1085000
3583,Honda Amaze 1.2L,2021,38725,PETROL,MANUAL,811000
3584,Maruti Alto 800,2012,27138,PETROL,MANUAL,204000
3585,Hyundai Elite i20,2014,55182,PETROL,MANUAL,459999
3586,Ford Ecosport TITANIUM+,2016,54923,PETROL,MANUAL,549000
3587,Tata NEXON XZ,2022,24386,PETROL,MANUAL,1226000
3588,Maruti Baleno ZETA,2017,29406,PETROL,MANUAL,542000
3589,Tata Tiago XZ,2019,68420,PETROL,MANUAL,523000
3590,MG HECTOR SHARP,2022,11342,PETROL,AUTOMATIC,1696000
3591,Volkswagen Vento HIGHLINE,2017,95879,PETROL,AUTOMATIC,635000
3592,Jeep Compass LONGITUDE,2019,87927,DIESEL,MANUAL,1094000
3593,Honda City 1.5L,2017,61870,PETROL,MANUAL,803999
3594,Mahindra XUV500 W10,2018,71884,DIESEL,AUTOMATIC,1148000
3595,Hyundai Eon ERA,2014,50516,PETROL,MANUAL,223000
3596,Hyundai Creta SX,2016,50964,PETROL,AUTOMATIC,902000
3597,Hyundai i20 SPORTZ,2014,78889,DIESEL,MANUAL,480999
3598,Renault Kwid RXT,2022,12135,PETROL,AUTOMATIC,486000
3599,Hyundai Elite i20,2015,71020,PETROL,MANUAL,558000
3600,Hyundai Elite i20,2016,101400,PETROL,MANUAL,497000
3601,Hyundai NEW SANTRO,2019,70159,CNG,MANUAL,516000
3602,Volkswagen Ameo HIGHLINE1.2L,2016,68511,PETROL,MANUAL,505000
3603,Maruti IGNIS DELTA,2017,56219,CNG,MANUAL,445000
3604,Honda WR-V 1.2L,2017,87905,PETROL,MANUAL,603000
3605,Hyundai Creta SX,2017,90305,PETROL,AUTOMATIC,859000
3606,Honda Jazz 1.2L,2019,50221,PETROL,AUTOMATIC,705000
3607,Honda City 1.5L,2012,80218,PETROL,MANUAL,316000
3608,Maruti Alto 800,2018,13688,PETROL,MANUAL,348000
3609,Honda WR-V 1.2L,2017,26623,PETROL,MANUAL,678000
3610,Hyundai Santro Xing,2014,107067,PETROL,MANUAL,261000
3611,Ford Ecosport TITANIUM,2016,94562,PETROL,MANUAL,539000
3612,Ford Ecosport TITANIUM,2021,42436,PETROL,MANUAL,1011000
3613,Maruti Baleno DELTA,2020,45649,PETROL,MANUAL,618000
3614,Hyundai i20 MAGNA,2012,76410,PETROL,MANUAL,364000
3615,Maruti New Wagon-R,2021,14421,PETROL,MANUAL,505999
3616,Tata NEXON XZ,2020,43032,PETROL,MANUAL,869000
3617,Hyundai i10 MAGNA,2011,75330,PETROL,MANUAL,212000
3618,Hyundai i20 SPORTZ,2013,54802,PETROL,MANUAL,307000
3619,KIA SONET GTX,2022,19669,PETROL,MANUAL,1312000
3620,Renault Kwid RXT,2022,7836,PETROL,MANUAL,474000
3621,Hyundai Grand i10,2016,52309,PETROL,AUTOMATIC,513000
3622,Tata NEXON XZA,2022,37848,DIESEL,AUTOMATIC,1205000
3623,Maruti New Wagon-R,2021,39613,CNG,MANUAL,623000
3624,Volkswagen Polo HIGHLINE1.2L,2013,34416,PETROL,MANUAL,387000
3625,Renault Kwid RXT,2022,31621,PETROL,MANUAL,492000
3626,Hyundai NEW SANTRO,2019,25159,PETROL,AUTOMATIC,535000
3627,Renault Duster 85,2016,25266,DIESEL,MANUAL,742000
3628,Maruti Ciaz VXI,2015,41599,PETROL,MANUAL,537000
3629,Maruti Swift Dzire,2014,74096,PETROL,MANUAL,354000
3630,Hyundai Grand i10,2015,74627,PETROL,MANUAL,344000
3631,Hyundai Creta SX,2016,90683,PETROL,AUTOMATIC,797000
3632,Maruti Baleno ZETA,2019,15895,PETROL,AUTOMATIC,774000
3633,Honda Amaze 1.2L,2015,49595,PETROL,MANUAL,385000
3634,Renault Duster RXZ,2020,46385,PETROL,AUTOMATIC,1138000
3635,Volkswagen Vento HIGHLINE,2017,44351,PETROL,AUTOMATIC,640000
3636,Hyundai Eon ERA,2015,83924,PETROL,MANUAL,249000
3637,Jeep Compass LIMITED,2017,45343,PETROL,AUTOMATIC,1016000
3638,Volkswagen Vento HIGHLINE,2016,80842,PETROL,AUTOMATIC,690000
3639,Hyundai VENUE SX,2021,26242,PETROL,MANUAL,898000
3640,Maruti New Wagon-R,2020,30646,PETROL,MANUAL,478000
3641,Honda Brio S,2014,95634,PETROL,MANUAL,290000
3642,Datsun Redi Go,2021,6796,PETROL,AUTOMATIC,408000
3643,Jeep Compass SPORT,2021,21250,PETROL,AUTOMATIC,1643000
3644,Maruti Baleno ZETA,2020,74081,PETROL,MANUAL,632000
3645,Honda City 1.5L,2016,84052,PETROL,MANUAL,618000
3646,Datsun Go Plus,2020,7758,PETROL,MANUAL,525000
3647,Toyota YARIS G,2019,42324,PETROL,MANUAL,916000
3648,Maruti Swift VXI,2011,52563,PETROL,MANUAL,241000
3649,KIA SELTOS HTX,2022,26598,PETROL,AUTOMATIC,1521000
3650,Maruti Celerio ZXI,2017,39881,PETROL,AUTOMATIC,453000
3651,Honda Jazz 1.2L,2017,66285,PETROL,AUTOMATIC,566000
3652,Honda Amaze 1.2L,2017,33373,PETROL,MANUAL,500000
3653,KIA SELTOS HTX,2020,58166,PETROL,AUTOMATIC,1133000
3654,Maruti Vitara Brezza,2021,17662,PETROL,AUTOMATIC,943000
3655,Hyundai NEW SANTRO,2020,28560,PETROL,AUTOMATIC,542000
3656,Maruti Baleno ZETA,2020,58903,PETROL,MANUAL,666000
3657,Maruti S Cross,2019,60610,DIESEL,MANUAL,830000
3658,Jeep Compass LIMITED,2017,44002,PETROL,AUTOMATIC,902000
3659,Hyundai VENUE S(O),2022,20832,PETROL,MANUAL,956000
3660,Maruti Swift VXI,2016,43744,PETROL,MANUAL,538000
3661,Hyundai Elite i20,2016,76454,DIESEL,MANUAL,660000
3662,Maruti Ciaz ZETA,2017,62898,PETROL,AUTOMATIC,664000
3663,Hyundai NEW SANTRO,2019,48564,PETROL,MANUAL,500000
3664,Maruti XL6 ALPHA,2019,42393,PETROL,AUTOMATIC,1013000
3665,Hyundai Elite i20,2016,82023,PETROL,MANUAL,529000
3666,Hyundai Elite i20,2019,25747,PETROL,MANUAL,751000
3667,Hyundai NEW SANTRO,2019,35155,PETROL,MANUAL,432000
3668,Hyundai Grand i10,2018,16844,PETROL,AUTOMATIC,521000
3669,Honda Jazz 1.2L,2017,60233,PETROL,MANUAL,463999
3670,Maruti Swift ZXI,2012,65238,PETROL,MANUAL,458000
3671,Hyundai Elite i20,2017,81800,PETROL,MANUAL,498000
3672,Maruti New Wagon-R,2021,22806,PETROL,MANUAL,538000
3673,Maruti Celerio ZXI,2016,75067,PETROL,AUTOMATIC,498000
3674,Maruti Dzire VDI,2017,70444,DIESEL,MANUAL,669000
3675,Hyundai Grand i10,2017,41051,PETROL,MANUAL,438000
3676,Maruti Baleno ALPHA,2023,12190,PETROL,AUTOMATIC,941000
3677,Maruti Baleno ALPHA,2016,44956,PETROL,MANUAL,540000
3678,Jeep Compass LIMITED,2018,53437,DIESEL,MANUAL,1046000
3679,Maruti S PRESSO,2020,11957,PETROL,AUTOMATIC,529000
3680,Nissan Micra XV,2014,82542,PETROL,AUTOMATIC,384000
3681,Hyundai i10 SPORTZ,2012,84031,PETROL,MANUAL,300000
3682,Tata ALTROZ XZ,2021,32275,PETROL,MANUAL,675000
3683,Nissan MAGNITE XL,2021,17799,PETROL,AUTOMATIC,800000
3684,Hyundai Santro Xing,2011,49805,PETROL,MANUAL,286000
3685,Renault Kwid RXL,2022,15268,PETROL,MANUAL,425000
3686,Maruti Baleno ZETA,2020,19205,PETROL,MANUAL,652000
3687,Datsun Go Plus,2018,52917,PETROL,MANUAL,416000
3688,Maruti Swift Dzire,2014,43372,PETROL,MANUAL,394000
3689,Maruti Dzire ZXI,2017,37274,PETROL,AUTOMATIC,650000
3690,Maruti Baleno ZETA,2021,13874,PETROL,MANUAL,745000
3691,KIA SELTOS HTX,2020,72823,DIESEL,MANUAL,1241000
3692,Tata Tiago XZ,2019,55854,DIESEL,MANUAL,537000
3693,Mahindra XUV300 W8(O),2022,11262,PETROL,MANUAL,1205000
3694,Tata Tiago XZ,2020,46235,PETROL,MANUAL,563000
3695,Hyundai Elite i20,2014,74399,PETROL,MANUAL,486000
3696,Renault Captur RXT,2018,68232,DIESEL,MANUAL,584000
3697,Honda City 1.5L,2017,28321,PETROL,MANUAL,723000
3698,Hyundai Elite i20,2014,64000,PETROL,MANUAL,433000
3699,Renault Kwid CLIMBER,2019,19801,PETROL,MANUAL,407000
3700,Ford FREESTYLE TITANIUM,2021,22658,PETROL,MANUAL,656000
3701,Maruti Swift Dzire,2013,69183,PETROL,MANUAL,385000
3702,Maruti Celerio ZXI,2022,28788,PETROL,MANUAL,594000
3703,Maruti Dzire VDI,2017,36258,DIESEL,AUTOMATIC,641000
3704,Honda Amaze 1.2L,2018,53242,PETROL,MANUAL,622000
3705,Maruti Alto 800,2016,89076,PETROL,MANUAL,276000
3706,Hyundai Grand i10,2019,42479,PETROL,MANUAL,513999
3707,Maruti IGNIS ZETA,2017,56303,PETROL,AUTOMATIC,499000
3708,Tata NEXON XZ,2022,17501,PETROL,MANUAL,1052000
3709,Renault Kwid CLIMBER,2021,16113,PETROL,MANUAL,507000
3710,Maruti Ertiga VDI,2016,68351,DIESEL,MANUAL,711000
3711,Maruti Ritz VXI,2013,31562,PETROL,MANUAL,405000
3712,Nissan MAGNITE XE,2022,13843,PETROL,MANUAL,599000
3713,Maruti Baleno ZETA,2020,29899,PETROL,MANUAL,712000
3714,Hyundai VENUE SX,2019,43543,PETROL,AUTOMATIC,891000
3715,Honda Amaze 1.2L,2019,37227,PETROL,AUTOMATIC,782000
3716,Hyundai Elite i20,2019,24795,PETROL,MANUAL,694000
3717,Maruti Wagon R,2016,86682,CNG,MANUAL,373000
3718,Tata NEXON XZA,2021,25382,PETROL,AUTOMATIC,940000
3719,Maruti Baleno ALPHA,2017,54065,PETROL,AUTOMATIC,535000
3720,Mahindra XUV500 W7,2019,15070,DIESEL,AUTOMATIC,1116000
3721,Hyundai Elite i20,2014,60416,PETROL,MANUAL,417000
3722,Maruti Dzire ZXI,2017,78482,PETROL,AUTOMATIC,547000
3723,Maruti Ciaz ALPHA,2018,77543,PETROL,AUTOMATIC,720000
3724,Mahindra XUV300 W8,2019,80765,DIESEL,MANUAL,827999
3725,Tata NEXON XZA,2021,37951,DIESEL,AUTOMATIC,1182000
3726,Hyundai Creta SX,2019,60529,PETROL,MANUAL,900000
3727,Renault Duster 110,2014,105355,DIESEL,MANUAL,620000
3728,Nissan MAGNITE XV,2022,20512,PETROL,MANUAL,701000
3729,Hyundai i20 ASTA,2013,66176,PETROL,MANUAL,451000
3730,Hyundai VENUE SX,2021,43632,PETROL,MANUAL,900000
3731,Maruti Ciaz VXI+,2015,56400,PETROL,MANUAL,520000
3732,Renault Kwid CLIMBER,2020,32626,PETROL,AUTOMATIC,438999
3733,Honda Amaze 1.2L,2019,47429,PETROL,MANUAL,587000
3734,Hyundai Elite i20,2015,91994,PETROL,MANUAL,508000
3735,Maruti Baleno ZETA,2020,17106,PETROL,MANUAL,714000
3736,Hyundai Elite i20,2016,16301,PETROL,MANUAL,565000
3737,Maruti Vitara Brezza,2016,79883,DIESEL,MANUAL,666000
3738,Honda Amaze 1.2L,2020,9644,PETROL,AUTOMATIC,724000
3739,Maruti New Wagon-R,2019,43025,PETROL,AUTOMATIC,581000
3740,Honda Amaze 1.2L,2014,79022,PETROL,MANUAL,321000
3741,Hyundai NEW SANTRO,2019,41017,PETROL,MANUAL,449000
3742,Maruti Baleno DELTA,2017,59758,PETROL,MANUAL,479000
3743,Ford FREESTYLE TITANIUM,2019,25709,PETROL,MANUAL,683000
3744,Maruti Ciaz ZXI,2015,83871,PETROL,MANUAL,589000
3745,Honda City 1.5L,2015,100831,PETROL,MANUAL,484999
3746,Maruti S PRESSO,2019,54226,PETROL,AUTOMATIC,490000
3747,Renault Duster 110,2018,72394,DIESEL,MANUAL,698000
3748,Renault Duster 110,2019,40838,DIESEL,MANUAL,791000
3749,Hyundai GRAND I10,2019,74765,PETROL,MANUAL,552000
3750,Maruti New Wagon-R,2022,20485,PETROL,MANUAL,585000
3751,Hyundai i10 MAGNA,2011,72455,PETROL,MANUAL,285000
3752,Hyundai i10 SPORTZ,2015,19408,PETROL,MANUAL,375000
3753,Maruti IGNIS ALPHA,2020,34703,PETROL,MANUAL,581000
3754,Hyundai Grand i10,2017,21010,PETROL,MANUAL,487000
3755,Ford Ecosport TREND,2018,24732,PETROL,AUTOMATIC,719000
3756,Volkswagen Vento HIGHLINE,2022,23868,PETROL,AUTOMATIC,1106000
3757,Hyundai NEW SANTRO,2021,21300,PETROL,AUTOMATIC,570000
3758,Maruti Alto K10,2023,5654,PETROL,MANUAL,598000
3759,Maruti Ciaz ZETA,2022,21588,PETROL,MANUAL,821000
3760,Renault Duster RXL,2017,31958,PETROL,MANUAL,715000
3761,Hyundai NEW SANTRO,2019,29538,PETROL,MANUAL,496000
3762,Honda Brio S,2016,40897,PETROL,MANUAL,344000
3763,Maruti Baleno ZETA,2021,34711,PETROL,MANUAL,719000
3764,Hyundai Grand i10,2018,15756,PETROL,MANUAL,533000
3765,Renault Kwid RXL,2022,29056,PETROL,MANUAL,445000
3766,Maruti Baleno ZETA,2017,75431,PETROL,MANUAL,610000
3767,Hyundai GRAND I10,2020,16598,PETROL,AUTOMATIC,641000
3768,Maruti Wagon R,2015,39892,PETROL,AUTOMATIC,407000
3769,Maruti Alto 800,2018,76015,PETROL,MANUAL,284000
3770,Hyundai Grand i10,2015,100708,PETROL,MANUAL,403000
3771,Hyundai i10 MAGNA,2011,99989,PETROL,MANUAL,206000
3772,Ford New Figo,2020,11603,PETROL,MANUAL,563000
3773,Hyundai NEW SANTRO,2019,22214,PETROL,AUTOMATIC,563000
3774,Mahindra XUV300 W8,2022,19363,PETROL,MANUAL,1141000
3775,Maruti New Wagon-R,2020,30501,PETROL,MANUAL,508000
3776,Hyundai VENUE SX,2019,31927,PETROL,AUTOMATIC,842000
3777,Skoda Rapid 1.5,2015,35375,DIESEL,AUTOMATIC,532000
3778,KIA SONET GTX,2022,11162,PETROL,MANUAL,1282000
3779,Renault Kwid RXT,2022,7162,PETROL,MANUAL,463000
3780,Maruti Swift Dzire,2012,67315,PETROL,MANUAL,394000
3781,Hyundai GRAND I10,2021,23729,PETROL,AUTOMATIC,642000
3782,Hyundai Grand i10,2015,62536,PETROL,MANUAL,349000
3783,Honda Jazz 1.2L,2017,53591,PETROL,AUTOMATIC,598000
3784,Volkswagen Ameo HIGHLINE,2016,32602,DIESEL,AUTOMATIC,556000
3785,Renault Kwid RXT,2020,24397,PETROL,AUTOMATIC,483000
3786,Renault Kwid RXL,2021,10879,PETROL,MANUAL,409000
3787,Toyota Etios Liva,2011,75420,PETROL,MANUAL,283000
3788,Maruti IGNIS ALPHA,2019,22343,PETROL,MANUAL,552000
3789,Hyundai GRAND I10,2022,26647,PETROL,MANUAL,686000
3790,MG HECTOR SHARP,2020,63301,DIESEL,MANUAL,1621000
3791,Maruti Alto K10,2011,71918,PETROL,MANUAL,198000
3792,Maruti New Wagon-R,2023,2319,PETROL,MANUAL,558000
3793,Tata ALTROZ XZ,2022,12064,DIESEL,MANUAL,882000
3794,Honda WR-V 1.5L,2017,20165,DIESEL,MANUAL,819000
3795,Hyundai Xcent SX,2014,60048,PETROL,MANUAL,366000
3796,Ford Ecosport TITANIUM,2020,23781,PETROL,MANUAL,849000
3797,KIA SELTOS GTX,2021,37735,DIESEL,AUTOMATIC,1572000
3798,Renault Kwid RXT,2019,50023,PETROL,MANUAL,363000
3799,Hyundai Creta SX,2017,60410,PETROL,AUTOMATIC,847000
3800,Hyundai Xcent E+,2018,37610,PETROL,MANUAL,440000
3801,Maruti Celerio VXI,2022,12707,PETROL,MANUAL,521000
3802,Tata TIGOR XZ,2022,23311,CNG,MANUAL,710000
3803,Hyundai NEW SANTRO,2020,38643,PETROL,MANUAL,432000
3804,Honda City 1.5L,2019,69621,PETROL,AUTOMATIC,901000
3805,MG HECTOR SMART,2020,8629,PETROL,AUTOMATIC,1500000
3806,Maruti Celerio ZXI,2021,33689,PETROL,MANUAL,596000
3807,Tata Tiago XZA,2017,86370,PETROL,AUTOMATIC,463000
3808,Maruti Baleno DELTA,2017,23959,PETROL,AUTOMATIC,551000
3809,Hyundai Xcent SX,2017,35408,PETROL,MANUAL,509999
3810,Honda City 1.5L,2013,70653,PETROL,MANUAL,453000
3811,Maruti Ritz VXI,2010,91909,PETROL,MANUAL,324000
3812,Maruti Swift ZXI,2017,81355,PETROL,MANUAL,537000
3813,Toyota Glanza G,2021,46674,PETROL,MANUAL,763000
3814,Maruti Alto 800,2017,15804,PETROL,MANUAL,345000
3815,Maruti Celerio VXI,2020,40527,CNG,MANUAL,593000
3816,Hyundai i10 SPORTZ,2011,48606,PETROL,MANUAL,245000
3817,Hyundai Grand i10,2018,35650,PETROL,MANUAL,538000
3818,Renault Kwid CLIMBER,2021,20030,PETROL,MANUAL,471000
3819,Hyundai Verna FLUIDIC,2014,79670,CNG,MANUAL,491000
3820,Honda Jazz 1.2L,2017,72410,PETROL,AUTOMATIC,496000
3821,Maruti Wagon R,2012,72470,PETROL,MANUAL,295000
3822,Hyundai i10 MAGNA,2013,32961,PETROL,MANUAL,243000
3823,Maruti New Wagon-R,2022,20371,PETROL,MANUAL,588000
3824,Hyundai i10 MAGNA,2011,66593,PETROL,MANUAL,240000
3825,KIA SONET GTX,2022,18623,DIESEL,AUTOMATIC,1512000
3826,Hyundai Grand i10,2017,61777,PETROL,MANUAL,497000
3827,Hyundai Creta SX,2018,91950,PETROL,AUTOMATIC,911999
3828,Hyundai i20 ASTA,2012,39226,PETROL,MANUAL,338000
3829,Hyundai Santro Xing,2012,48462,PETROL,MANUAL,242000
3830,Hyundai Elite i20,2015,38116,PETROL,MANUAL,453000
3831,Toyota Glanza G,2019,21695,PETROL,AUTOMATIC,728000
3832,Honda Amaze 1.2L,2019,56996,PETROL,MANUAL,653000
3833,Renault Kwid RXT,2023,2260,PETROL,AUTOMATIC,553000
3834,Honda Jazz 1.2L,2018,40579,PETROL,MANUAL,535000
3835,Hyundai GRAND I10,2021,40490,DIESEL,AUTOMATIC,807000
3836,Hyundai i10 MAGNA,2012,100144,PETROL,MANUAL,221000
3837,Honda Amaze 1.2L,2018,18466,PETROL,AUTOMATIC,679000
3838,Maruti Ciaz ALPHA,2018,35692,PETROL,MANUAL,766000
3839,Maruti Baleno ZETA,2017,34008,PETROL,MANUAL,558000
3840,Renault Kwid RXT,2022,7960,PETROL,MANUAL,527000
3841,Maruti Wagon R,2014,72837,CNG,MANUAL,354000
3842,Hyundai VENUE SX,2019,64842,PETROL,MANUAL,823000
3843,Renault TRIBER RXZ,2022,29757,PETROL,MANUAL,716000
3844,Mahindra XUV300 W6,2021,17985,PETROL,AUTOMATIC,925000
3845,Renault Duster 85,2015,87758,DIESEL,MANUAL,441000
3846,Hyundai Grand i10,2019,25555,PETROL,MANUAL,483000
3847,Hyundai VENUE SX,2022,12322,PETROL,MANUAL,977999
3848,Hyundai Creta SX,2021,46669,PETROL,AUTOMATIC,1795000
3849,Ford Ecosport TITANIUM,2018,50402,PETROL,AUTOMATIC,766000
3850,Tata TIGOR XZ,2021,14713,PETROL,MANUAL,641000
3851,Hyundai Creta SX,2016,54853,PETROL,MANUAL,833000
3852,Honda WR-V 1.2L,2017,26586,PETROL,MANUAL,678000
3853,Maruti Baleno ZETA,2021,21566,PETROL,AUTOMATIC,801000
3854,Maruti Baleno DELTA,2021,6145,PETROL,MANUAL,657000
3855,Hyundai GRAND I10,2021,31259,PETROL,AUTOMATIC,749000
3856,Maruti IGNIS ZETA,2017,68890,PETROL,AUTOMATIC,585000
3857,Hyundai VENUE SX,2023,4620,PETROL,MANUAL,1017000
3858,Hyundai i10 MAGNA,2011,79115,PETROL,MANUAL,204999
3859,Hyundai ALCAZAR 2.0,2022,11009,PETROL,AUTOMATIC,2023000
3860,Hyundai Verna FLUIDIC,2013,47878,PETROL,MANUAL,521000
3861,Renault Kwid RXL,2020,19036,PETROL,MANUAL,413000
3862,Hyundai GRAND I10,2021,32062,PETROL,AUTOMATIC,755000
3863,Honda City 1.5L,2017,97530,DIESEL,MANUAL,720000
3864,Honda Amaze 1.5L,2019,130578,DIESEL,MANUAL,688000
3865,Hyundai Elite i20,2020,38491,PETROL,MANUAL,673000
3866,Hyundai i20 ASTA,2014,77799,PETROL,MANUAL,441000
3867,Maruti Swift ZXI,2017,51023,PETROL,MANUAL,571000
3868,Volkswagen Ameo HIGHLINE1.2L,2016,35143,PETROL,MANUAL,529000
3869,Maruti Ritz ZXI,2011,98511,PETROL,MANUAL,194000
3870,Maruti Celerio VXI,2018,84145,PETROL,MANUAL,423000
3871,Maruti Ciaz ALPHA,2017,85691,PETROL,AUTOMATIC,652000
3872,Maruti Baleno ZETA,2017,69002,PETROL,AUTOMATIC,573000
3873,Volkswagen Polo HIGHLINE1.5L,2016,87181,DIESEL,MANUAL,630000
3874,Tata NEXON XZ,2020,36154,PETROL,MANUAL,967000
3875,Hyundai Grand i10,2015,87873,PETROL,MANUAL,426999
3876,Tata ALTROZ XZA,2022,29915,PETROL,AUTOMATIC,861999
3877,Toyota Innova Crysta,2017,90942,DIESEL,AUTOMATIC,1939999
3878,Hyundai Creta SX,2018,94512,PETROL,AUTOMATIC,963000
3879,Hyundai i10 MAGNA,2012,45919,PETROL,MANUAL,236000
3880,Honda City 1.5L,2015,99289,PETROL,MANUAL,559000
3881,Maruti S PRESSO,2019,21125,PETROL,AUTOMATIC,487000
