iter	Passed	Remaining
930	5804	430
931	5811	423
932	5816	417
933	5822	411
934	5828	405
935	5833	398
936	5840	392
937	5845	386
938	5851	380
939	5857	373
940	5862	367
941	5868	361
942	5873	355
943	5879	348
944	5885	342
945	5890	336
946	5895	329
947	5902	323
948	5907	317
949	5913	311
950	5919	304
951	5925	298
952	5931	292
953	5936	286
954	5942	280
955	5948	273
956	5953	267
957	5959	261
958	5964	255
959	5970	248
960	5976	242
961	5982	236
962	5987	230
963	5993	223
964	5999	217
965	6004	211
966	6011	205
967	6016	198
968	6022	192
969	6028	186
970	6033	180
971	6040	173
972	6045	167
973	6051	161
974	6057	155
975	6062	149
976	6069	142
977	6075	136
978	6081	130
979	6087	124
980	6092	117
981	6097	111
982	6103	105
983	6108	99
984	6114	93
985	6120	86
986	6125	80
987	6132	74
988	6138	68
989	6144	62
990	6150	55
991	6155	49
992	6160	43
993	6166	37
994	6171	31
995	6177	24
996	6182	18
997	6188	12
998	6194	6
999	6199	0
